row_w,col_w,status,uuid
70,49,no_loop,83b25614-e8b2-4a9f-9957-a6862b2b7cf6
59,51,no_loop,04bced36-556c-479e-8057-538c4d916a40
59,52,loop,c8a09775-970b-4cd3-9081-b01baf128622
59,53,no_loop,86c3fdc6-e6da-4a91-a678-b611bd9d320b
59,54,no_loop,c7d9570f-c3d9-4ed5-ada5-c1d7c1dfc6a3
59,55,no_loop,fc5efa22-82f0-487a-924a-10e453864e5e
59,56,loop,7c9f6702-4752-44af-8ee2-01d7cd07de90
59,58,loop,181499ea-07c6-4480-961d-75f92c846941
59,59,no_loop,396b2900-d324-4928-906a-8fba35845c60
59,60,no_loop,fdecbeb4-dfc4-4b6e-b816-dc6fe2e071bd
59,61,no_loop,89f99659-4a17-48fd-9671-63e8d03ddab7
59,62,no_loop,27208638-2645-46af-ae4e-4f434a5f8aaf
59,63,no_loop,2cc31dee-c3fa-4561-b703-fc1a5bdbf957
59,64,no_loop,836735df-a8a7-45cf-95f4-a5627d074f51
59,65,no_loop,99b1dfd8-f067-4125-9f44-c8833db5d919
59,66,no_loop,e826866d-d6c0-43c4-9a88-5eb90d5cff40
59,67,no_loop,c742296a-c217-4d9b-8d1f-2d6403854ef7
59,68,no_loop,ed7d550a-14cd-4901-83b7-2101056a49ac
59,69,no_loop,ea05e5b0-797e-4494-bd39-3c1f5fc6f822
59,70,no_loop,25bb4adf-1dfe-467c-843d-9f2c061ed04b
59,72,no_loop,ea5ed753-db0c-4761-9fb6-dd286fcdda1d
59,73,no_loop,9b072965-303f-4ec0-8001-e6ad7e25baa9
59,74,no_loop,95800337-a7fc-453a-bcfb-2d3d8cae55f6
59,75,loop,7eab68a1-6b4e-4418-aa53-76ea79236feb
59,76,no_loop,f2ceacc0-403b-4817-b8fd-b0d34fdf4d1b
59,77,no_loop,04b0cf61-da3d-4b14-8e2d-3c63a9ec7772
59,78,no_loop,ab078389-55b6-4507-8c17-aab8f90093a3
59,79,no_loop,c217b717-cdb3-4f46-bd4b-fb40d81647d7
59,80,no_loop,fa8cb468-ef19-4fbd-ae06-d96626bbebc7
59,81,no_loop,839d98c6-7091-4fba-9dd4-dbaf1df4cc96
59,82,no_loop,3d781cbb-a8f0-4eb2-9570-73e7b1e7faa9
59,83,no_loop,6e068b6b-d1f1-48e2-9be8-58ce1cdef6a5
59,84,no_loop,6aa1f886-4598-4556-bba6-e365fa807f94
59,85,no_loop,642c42ff-314d-40e8-94ab-759d0b829bdb
59,86,no_loop,53e919a5-8fb7-4e9b-a452-75f457a8e0f4
59,87,no_loop,1b1c8508-71be-4b9e-8928-1469f82c9dec
59,88,no_loop,9eefff4d-aa47-418a-a9bd-9584aba2c05a
59,89,loop,ac9bf1f2-7f17-45f9-9227-b6a52aa7169d
60,89,loop,13b359ac-eb95-4be2-905b-cb0481527169
61,89,no_loop,9b3178a3-c6d3-4534-9074-f4b7d2e9846e
62,89,no_loop,58220d3b-ef1d-49b3-a932-a1d9ac8d67f2
63,89,no_loop,a41a6a6d-0096-4f47-a3cc-4733c184b0fd
64,89,no_loop,b26b1084-39aa-4eaa-9d83-f7b1ea3e97ce
65,89,no_loop,f1d0ad59-81ce-4df6-b781-f45409a26424
66,89,no_loop,6254cf5a-af2a-4cfb-a85e-232ed8d88799
67,89,no_loop,a8c88b67-a407-4d8c-97c1-e758f97e1b52
68,89,no_loop,9828b501-269a-41d6-89e0-625e51bf5da0
69,89,no_loop,d5274fa5-ae54-45d2-8012-7a6397bf67b3
70,89,no_loop,d983fca3-76f4-476a-afc3-b10feb541001
71,89,no_loop,323f5fbe-1c60-4e11-b1a0-7818fa30acdd
72,89,no_loop,30902e92-337d-4664-a8f9-e269001629dd
73,89,loop,8739e17c-5c87-4c83-bc38-300a134eb132
74,89,no_loop,c45dbb81-350b-40fc-9329-4bea90a0cc26
75,89,no_loop,ffc86a0d-8190-418f-bd76-8df1c1cf73fb
76,89,no_loop,f1ec50ff-f5d9-4173-9044-3f7c636bb9f5
77,89,no_loop,e580b408-53bf-430b-99df-9cca11c37a26
78,89,no_loop,d589196c-875d-4968-91e0-8a07a569f4ca
79,89,no_loop,54eb594c-afdc-4c31-81e1-ec54b510a460
80,89,no_loop,b12c1309-e210-48c1-87a1-df083e02876a
81,89,no_loop,ecdbcd92-c4fe-46f7-a10a-c49b783bfae4
82,89,no_loop,d557a85d-8d2b-4599-ac42-76edc66c82f1
83,89,no_loop,999e27bf-14f7-4078-b1be-6eba92dec34c
84,89,no_loop,4c0a6aa1-1b54-4613-8df2-53dddd6ce9b5
85,89,loop,6a024812-85c3-4254-90d5-c28790136c63
86,89,loop,c891b339-cf24-4879-8aaf-fdcf38d9ef2d
87,89,no_loop,e27ea759-7005-4450-a99f-47c2ef7cdc6d
88,89,loop,3f3e7356-36f6-40cd-abff-652951813e4d
89,89,no_loop,9fa5c6ab-0df1-4e6b-abfb-6d2c6876f47b
90,89,loop,3fc5ac88-0966-414c-ae1c-3815857f9f58
91,89,no_loop,a74b73cf-5e5b-487d-9c9d-b42a3460ea8f
92,89,no_loop,86505333-4e8b-4360-9d96-07eb09f28801
93,89,no_loop,d3d43cc5-185d-4701-b0bd-e0d7bbc84bea
94,89,no_loop,aa408974-91f9-4e60-a5b3-d618abd976b3
95,89,no_loop,e721bd3d-054e-4a23-8ae3-d8a52e5d71a5
95,34,no_loop,28136198-bffa-4a8d-99a4-a3c4f0cca726
95,35,no_loop,fb9d51eb-ff19-4583-89fe-1161e99e58c5
95,36,no_loop,6d2aa806-84fc-4299-bb66-4c7f778f2e4f
95,37,no_loop,c2ed5b5d-0a24-45c9-a2da-326c143aeae5
95,38,no_loop,4d42c498-2b26-4661-b7c3-df76a5261f5d
95,39,loop,318edf1a-f04a-4a02-aee5-2821fbc35f60
95,40,no_loop,78903bbd-e73c-4c5a-ad0d-20782d6608c2
95,41,no_loop,49dfc79a-7a64-4b8b-9664-1eb39df564b9
95,42,no_loop,c2997599-7a99-43d3-8d60-ef97f11bf7af
95,43,no_loop,0fa1ae4f-7c0e-492f-b80d-7599b3e80a93
95,44,loop,a680effe-8489-4382-b077-fe93c6871894
95,45,no_loop,102c3f39-674e-44d7-8256-02b62707201f
95,46,no_loop,15c8af8e-2c65-4fce-8fd3-7a75f3b2ef06
95,47,no_loop,6ff819fc-e932-4cf0-a255-03c03d67214f
95,48,loop,26415441-3f82-4398-ae67-f0b4d63cb0d8
95,50,no_loop,b7e71053-f643-47e9-a048-fe5538102149
95,51,no_loop,570bbf68-6f98-43bf-ae84-3c2b2cd2c163
95,52,no_loop,d353f9c8-7c67-41ef-b97d-2bbb5fb8e961
95,53,no_loop,b8eb6d49-68cb-4620-af84-d1930dff763f
95,54,loop,ebab7146-968a-41a8-879b-21876cc7aea2
95,55,no_loop,01630e41-f906-4c79-a269-28be9ce711f6
95,56,no_loop,2a7bd497-d83a-44aa-85aa-86c08b4a7f47
95,57,no_loop,ff4833c5-4047-47d6-be3e-23629b3516e7
95,58,loop,3b365a11-a56c-4e0c-a6b0-9e98d7b23109
95,59,no_loop,b3296bfa-be45-4734-887a-97091a01c78a
95,60,no_loop,9db80fc9-2c57-47d7-a2ff-534f95243260
95,61,no_loop,eb478175-4de6-41eb-b05a-703a05517ad4
95,62,loop,20f57e4d-b606-48e7-9e49-68b38111a8b4
95,63,no_loop,d5312368-becf-44cb-beb7-f9bbbb93b113
95,64,loop,559c3def-fa60-4a53-a07f-d6e61efa501d
95,65,no_loop,6a513fae-25af-42c5-9ece-5965922f3c63
95,66,no_loop,71183539-cbe0-4deb-b9e2-8d78544f7e41
95,67,loop,dd0487b3-307d-4d7f-8397-1cd3177ecd9c
95,68,no_loop,72ef9538-5a3c-430e-b351-f8d5eb586371
95,69,no_loop,0a90fd8a-16ab-44f9-8763-af181dfdf94d
95,70,no_loop,96e2f5fd-21af-439d-af05-9c2098a3dd9b
95,71,no_loop,2a7f2542-4687-4177-b255-763c9ea1a010
95,72,no_loop,9d9e08e4-d28a-4d57-981b-ee053b941f6f
95,73,loop,01902511-8622-413d-b287-3eb04d684fa4
95,74,no_loop,90fd136b-1b8d-4841-b05d-42377ec99916
95,75,no_loop,b0377dd8-7270-4a25-a82c-b8a8ae750765
95,76,no_loop,64d88fc8-6df5-4675-953a-e1938a9caa0a
95,77,no_loop,6173ee77-20ab-4549-b1a0-75bb18b29516
95,78,no_loop,d83fac55-1ca4-4117-bdfa-cfa6d8ab44d1
95,79,loop,766f3c3a-c2c4-4e41-814e-3bab522e0309
95,80,no_loop,2379191c-463f-40f2-bb01-3908a1230e56
95,81,no_loop,cc97c7ce-4cc8-4b38-ae94-feb31ad1d169
95,82,no_loop,92951be5-1aab-441b-82ad-7c66cbdc3a11
95,83,no_loop,3824409a-0a82-4862-9424-ae05a6708dbb
95,84,no_loop,93cef036-29a8-4cbd-ae1d-6eba742dc620
95,85,no_loop,c3b4e187-0699-480f-94a5-76083f2f5209
95,86,no_loop,207e3605-3a58-4ff1-a366-81a341ee1468
95,87,no_loop,6827856f-4dc2-427b-9d5d-ed9b8c2310b7
69,34,no_loop,b1f71947-83de-49f7-85a8-28dfd80e1698
70,34,no_loop,0a9ad50c-ce7a-4e6b-9b53-bdf574c47630
71,34,loop,d75b8fae-87d7-452b-ba9a-927983231306
72,34,no_loop,e8cab47f-11e8-4191-b1a2-7403036673d5
73,34,no_loop,6282307f-29fa-4e29-8416-ae630b12e804
74,34,loop,14354312-c32a-4af8-980a-158de4f13c34
76,34,no_loop,fa79951f-61c5-424e-b8fb-629153f7e630
77,34,no_loop,f38c63f8-ac24-48fe-945d-e6e246460a67
78,34,no_loop,58fd01be-0c77-4a8b-82a3-0cb2147a8030
79,34,no_loop,d5bc7b76-b8f7-4352-8da4-5bbfb7bb5f0a
80,34,no_loop,5b76f329-29f6-4085-9a29-5d26ce0eefd2
81,34,no_loop,7d583ee4-f763-423e-870f-e915e6fe6bd3
82,34,no_loop,efb426c8-63e2-4c19-b377-1ed4751b5361
83,34,no_loop,8aa56d93-a773-44df-a169-3217f2207281
84,34,no_loop,e6190363-b991-4a0e-978a-8799f057235f
85,34,no_loop,3f468428-c2e6-4eac-ab18-1393b7fdad37
86,34,no_loop,2bc37d5c-6e80-4411-bf8b-6e88099f2cbb
87,34,no_loop,b1c7be09-0827-4d69-99f9-f10ac301a2b3
88,34,no_loop,b24d8ad4-b0b4-4b75-b166-6407d88f4d49
89,34,no_loop,abad5ff2-1813-466c-8f12-250e4cf8b806
90,34,no_loop,0e0550e5-a99c-41c9-9ea5-eb2f1a971bf2
91,34,no_loop,790cda25-3b6a-4b93-9f4b-acb79ac5fa30
92,34,loop,62a2f8b4-7520-4d32-81f8-b5dfaf762a03
93,34,no_loop,6ffc9349-7697-43d7-8942-bceb1c608321
69,36,no_loop,f40a1006-c076-4d63-bc27-5c67a7d761b0
69,38,no_loop,57d0689e-0c5b-4727-a245-770f4859a020
69,39,no_loop,33cd4f83-6021-4278-9856-4fc11b971338
69,40,no_loop,79557dbd-71fa-4a88-9368-99923f9c9afb
69,41,no_loop,84ed557f-3e5d-451f-8838-b3a9f38f5e31
69,42,no_loop,1ce4e713-6b80-4399-ba7b-e1bbb52bcdf7
69,43,no_loop,5306cf7a-8ffa-41e9-b4c5-0075d065e2ea
69,44,no_loop,106c398d-ee16-43fa-bde8-0838d086a139
69,45,no_loop,91252f4e-a9f2-4bf3-8ce0-256045422018
69,46,no_loop,2fdbc2ed-9395-4888-9ace-80edecb9a5c4
69,47,no_loop,c5a0b6a6-b82d-4546-9ba3-598a76678ab7
69,48,loop,745c0e69-a8cd-4c13-876a-95e71498e4c9
69,49,no_loop,574ead7c-81d6-44f0-b0da-2d9dc2c5b2a3
69,51,no_loop,50a8a9b8-bdb2-41c1-9559-5830c1a041fa
69,52,no_loop,b21aa0bf-86cd-4e84-8dff-3c1aee62630a
69,53,no_loop,c0743a8f-96f4-40c5-b093-fb51ff8b0130
70,53,no_loop,8c58b96f-57e9-496a-aea0-3130163c3834
71,53,no_loop,dedef938-3afa-4ac2-a6a2-b565b0522562
72,53,no_loop,2d1d5ac6-b506-46de-a63c-8bc34b5fd6de
73,53,loop,6f903f06-76e9-4e14-91dd-c8b6bc51a1f1
74,53,no_loop,c8ee2eae-5a37-4ee1-a3d9-0aa44614cf2b
75,53,no_loop,327a5046-c2dd-46e9-ae66-9e06e61a75d2
76,53,no_loop,b5a70226-0c45-454d-9850-25c725427769
77,53,no_loop,bfda8c28-f887-4076-b432-bc9e5d750f1b
78,53,loop,94432947-3f01-4d8d-8c2f-ec55b18d1038
79,53,no_loop,01193c49-b2db-44c5-8d64-c694e339d5e2
80,53,loop,dffcfafe-d010-452c-8cb2-400c22330052
83,53,loop,60bbe9f4-2497-420e-b8e4-a133613cda76
84,53,loop,26044b07-51ff-4ee7-802f-ab8cf68417d0
85,53,no_loop,b021e343-aef0-418d-9c51-613bf08f2939
86,53,no_loop,909436e9-af44-45f5-b476-ee6f088ea2cc
87,53,no_loop,5ad25cff-5bcc-44b4-8f41-ebed4ed1d63d
88,53,no_loop,84ff2d94-3ae3-4bc1-beca-3a0f959f7ea0
89,53,no_loop,46cd6d99-2da3-46ef-8581-4b953201e951
89,17,no_loop,77c98588-fe4d-464e-9291-58cd1f7a23ad
89,18,loop,6367e007-e5a1-4a49-9d3c-930cc874f48a
89,19,no_loop,d1456a17-341a-48c3-a00b-21588cc1fdb4
89,20,no_loop,e035e372-ae90-4575-94eb-a170a04cc42d
89,21,no_loop,78c222fb-3870-45c3-834d-1e1037a788b9
89,22,no_loop,6b662c97-041f-4e29-acef-08c9b7591e69
89,23,no_loop,c2afeca4-4993-4b85-944b-cefbfc4df92c
89,24,loop,b9683f30-dc86-4ae0-97df-ec5c172fe7bc
89,25,loop,d3517970-6c3c-4790-b9c6-6872c6ad9db2
89,26,no_loop,f71224bd-03f5-460f-a1c8-2db82fda34ec
89,27,no_loop,428a79cc-6333-49ce-ba09-9987913dd183
89,28,no_loop,d90c890e-40ea-49c0-8a28-56cfdb2e38e6
89,29,no_loop,32ec1eaf-21e8-4815-8409-0c84e1ccc79f
89,30,no_loop,5332dfb3-578c-4d79-b2a4-17fcc9df6828
89,31,no_loop,a99aa659-d7dd-47eb-8c31-e1451f9a95fd
89,32,loop,071fe785-90a6-41d0-988a-ff74e2684831
89,33,loop,9c3a44cb-9adc-4d4c-a1d2-f34bd118cddd
89,34,no_loop,5f5f1069-cf55-452b-bbcc-6f3af06dcb40
89,35,no_loop,af31d2f2-9f57-4f81-beae-23e139b240fb
89,36,no_loop,b6f1648d-78c8-43df-83d4-b3c1ddfb65ef
89,37,no_loop,95b43c99-31db-4d37-b443-6b4b013358da
89,38,no_loop,0283d675-dc14-4648-8806-07c554352663
89,39,no_loop,1b43230f-62e5-43ff-869f-697a4086a9e6
89,40,no_loop,7f109253-2393-40b6-b066-b9faa21cbfb9
89,41,loop,68090061-54f1-43dd-b74d-f25184b15ac8
89,42,no_loop,c3cc915e-b838-4794-a0aa-8d1a040ce91f
89,43,no_loop,5ec123e4-3c50-4429-9f6f-28f105767719
89,44,no_loop,2c70b3f4-ab63-4223-9c8b-e87a76dbb65e
89,45,no_loop,ffaa3272-1895-4b4c-a39c-3720cc091242
89,46,no_loop,86f06db9-2a09-4850-9985-a21c43c2abd1
89,47,no_loop,1cbf3849-b350-459c-88f5-da7bbf30577f
89,48,loop,06372f97-6bdb-4e40-a321-f77f99920a4e
89,50,no_loop,39199f65-134c-4258-bf43-6d3efdefd13f
89,51,no_loop,890009d6-3d11-45c7-aafe-f470eff3c241
44,17,no_loop,ee7534d8-4bac-4354-b676-f44bc10da8a1
45,17,no_loop,09cf14e6-5cb9-475a-9515-9a28b385e074
46,17,no_loop,d694202b-ce63-4f4e-a666-4c490668d5ee
47,17,no_loop,6ce589f1-00bf-4a5b-8fc5-2eb27aeffcf0
